Id,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,YearBuilt,TotalBsmtSF,CentralAir,Electrical,GrLivArea,PavedDrive,EnclosedPorch,PoolArea,Fence,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial,MSZoning_C (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,NearArtery_or_Feedr,PositiveFeat,RegularityOfShape,BsmtQuartersQ,DeductionsFunctional,MeanSalePriceOfNeighbours,TotBath,KitchensRating,FireplacesRating,GarageRating,log_GrLivArea,log1_TotalBsmtSF,log_SalePrice
55,60.0,7134,2,0.0,4,5,1955,384,1,0.0,1360,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,2.0,1.0,145847.08,1.0,3,3,6,7.215239978730097,5.953243334287785,11.77528972943772
56,100.0,10175,2,0.0,4,6,1964,1425,1,0.0,1425,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,1.0,0.0,145847.08,2.0,3,4,6,7.261927092702751,7.262628600974241,12.103486056755072
57,24.0,2645,2,2.0,4,8,1999,970,1,0.0,1739,3,0,0,0.0,1,0,0,0,0,0,0,0,0,1,3.0,0.0,225379.8372093023,3.5,4,0,6,7.461065514354283,6.878326468291325,12.058152515453552
58,89.0,11645,2,0.0,4,7,2004,860,1,0.0,1720,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,197965.77333333332,2.5,4,0,6,7.450079569807499,6.7580945044277305,12.188417710291453
59,66.0,13682,2,0.0,4,10,2006,1410,1,0.0,2945,3,37,0,0.0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,310499.0,3.5,4,4,9,7.987864096085687,7.2520539518528135,12.991753427493052
60,60.0,7200,2,0.0,4,5,1972,780,1,0.0,780,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,197965.77333333332,1.0,3,0,3,6.659293919683638,6.660575149839686,11.73526869611367
61,63.0,13072,2,0.0,4,6,2004,1158,1,0.0,1158,3,0,0,0.0,0,0,1,0,0,1,0,0,0,1,2.0,0.0,186555.7966101695,2.5,4,0,6,7.05444965813294,7.055312843339752,11.970350312009105
62,60.0,7200,2,0.0,4,5,1920,530,0,0.0,1111,1,144,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,100123.7837837838,1.0,2,0,3,7.01301578963963,6.274762021241939,11.522875795823397
63,44.0,6442,2,0.0,4,8,2006,1370,1,0.0,1370,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,316270.6233766234,2.0,4,4,6,7.222566018822171,7.223295679562314,12.218495165528731
64,50.0,10300,2,0.0,4,7,1921,576,1,0.0,1710,3,64,0,1.0,0,1,0,0,0,0,1,1,0,1,0.0,0.0,128225.30088495574,2.0,3,0,6,7.444248649496705,6.3578422665081,11.84939770159144
65,70.6246105919003,9375,2,0.0,4,7,1997,1057,1,0.0,2034,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,197965.77333333332,3.5,4,0,6,7.617759576608505,6.964135612418245,12.299107511497363
66,76.0,9591,2,0.0,4,8,2004,1143,1,0.0,2473,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,316270.6233766234,2.5,4,4,9,7.813187267521416,7.042286171939743,12.666657052859417
67,70.6246105919003,19900,2,0.0,4,7,1970,1947,1,0.0,2207,3,0,0,0.0,0,1,0,0,0,1,0,0,1,1,3.0,1.0,145847.08,3.0,3,4,6,7.699389406256737,7.5745584842024805,12.100712129872347
68,72.0,10665,2,0.0,4,7,2003,1453,1,0.0,1479,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,197965.77333333332,3.0,4,0,6,7.2991214627108,7.282073658093465,12.328290278254423
69,47.0,4608,2,0.0,4,4,1945,747,1,0.0,747,3,0,0,0.0,0,1,0,0,0,0,1,1,0,1,0.0,0.0,128225.30088495574,1.0,3,0,3,6.616065185132817,6.617402977974478,11.289781913656018
70,81.0,15593,2,0.0,4,7,1953,1304,1,0.0,2287,3,114,0,0.0,0,1,0,0,0,1,0,0,0,1,1.0,0.0,212565.42857142855,2.0,3,3,6,7.734996194022781,7.173958319756794,12.323855681186558
71,95.0,13651,2,0.0,4,7,1973,2223,1,0.0,2223,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,145847.08,3.0,3,8,6,7.706612913964197,7.707062655370473,12.404923504275338
72,69.0,7599,2,0.0,4,4,1982,845,1,0.0,845,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,156270.12244897962,2.0,3,0,6,6.739336627357174,6.740519359606223,11.771436160121729
73,74.0,10141,2,0.0,4,7,1998,832,1,0.0,1718,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,192854.50632911394,2.5,3,3,6,7.4489161025442,6.725033642166843,12.128111104060462
74,85.0,10200,2,0.0,4,5,1954,1086,1,0.0,1086,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,145847.08,2.0,3,0,6,6.990256500493881,6.99117688712121,11.883799128308773
75,60.0,5790,2,0.0,4,3,1915,840,0,0.0,1605,3,202,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,128225.30088495574,2.0,6,0,3,7.380879035564116,6.734591659972948,11.584315461056901
76,21.0,1596,2,0.0,4,4,1973,462,1,0.0,988,3,0,0,1.0,0,1,0,0,0,0,1,0,0,1,3.0,0.0,98576.47058823529,2.0,3,0,3,6.895682697747868,6.137727054086234,11.418614785498987
77,62.54807692307692,8475,2,0.0,4,4,1956,952,1,0.0,952,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,145847.08,1.0,3,0,3,6.858565034791365,6.859614903654202,11.818570237796182
78,50.0,8635,2,0.0,4,5,1948,672,1,0.0,1285,3,0,0,1.0,0,1,0,0,0,0,1,0,0,1,4.0,1.0,124834.05172413793,2.0,3,0,3,7.158513997329321,6.511745329644728,11.751942365440728
79,72.0,10778,2,0.0,4,4,1968,1768,0,0.0,1768,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,136793.13513513515,2.0,6,0,0,7.477604243197589,7.478169694159785,11.824079893607152
80,60.0,10440,2,1.0,4,5,1910,440,1,0.0,1230,3,128,0,1.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,128225.30088495574,1.5,3,0,6,7.114769448366463,6.089044875446846,11.608235644774552
81,100.0,13000,2,0.0,4,6,1968,896,1,0.0,2142,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,145847.08,2.5,4,4,3,7.669495251007694,6.799055862058796,12.173032791451973
82,32.0,4500,2,0.0,4,6,1998,1237,1,0.0,1337,3,0,0,0.0,0,1,0,0,0,0,1,0,0,1,3.0,0.0,156270.12244897962,3.0,3,0,6,7.198183577101943,7.121252453244542,11.941455846009388
83,78.0,10206,2,0.0,4,8,2007,1563,1,0.0,1563,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,225379.8372093023,2.0,4,4,9,7.354362330421477,7.355001921105257,12.409013489526863
84,80.0,8892,2,0.0,4,5,1960,1065,1,0.0,1065,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,145847.08,1.5,3,0,6,6.970730078143525,6.97166860472579,11.747997587149712
85,70.6246105919003,8530,2,0.0,4,7,1995,384,1,0.0,1474,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,192854.50632911394,2.5,3,3,6,7.295735072749282,5.953243334287785,12.034691028774553
86,121.0,16059,2,0.0,4,8,1991,1288,1,0.0,2417,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,335295.31707317074,2.5,4,3,6,7.790282380703483,7.161622002939187,12.468436909997665
87,122.0,11911,2,0.0,4,6,2005,684,1,0.0,1560,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,192854.50632911394,2.5,4,4,6,7.352441100243583,6.529418838262226,12.066810578196666
88,40.0,3951,2,2.0,4,6,2009,612,1,0.0,1224,3,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,225379.8372093023,2.5,4,0,6,7.1098794630722715,6.418364935936212,12.010665849187564
89,105.0,8470,2,0.0,4,3,1915,1013,0,0.0,1526,1,156,0,1.0,1,0,0,1,0,0,0,1,0,1,0.0,0.0,100123.7837837838,1.0,2,0,0,7.330405211844402,6.921658184151129,11.350406535472453
90,60.0,8070,2,0.0,4,4,1994,990,1,0.0,990,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,197965.77333333332,2.0,3,0,0,6.897704943128636,6.898714534329988,11.724805824005728
91,60.0,7200,2,0.0,4,4,1950,0,1,0.0,1040,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,145847.08,1.0,3,0,6,6.946975992135418,0.0,11.607326140391713
92,85.0,8500,2,0.0,4,5,1961,1235,1,0.0,1235,3,0,0,1.0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,145847.08,1.0,3,0,6,7.118826249062078,7.119635638017636,11.498826540590727
93,80.0,13360,2,1.0,4,5,1921,876,1,0.0,964,3,44,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,210624.72549019608,2.0,3,0,6,6.871091294610546,6.776506992372183,12.004568269319446
94,60.0,7200,2,0.0,4,6,1910,1214,0,0.0,2291,3,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,128225.30088495574,2.5,6,4,6,7.736743682453495,7.102499355774649,11.804848531679264
95,69.0,9337,2,0.0,4,6,1997,824,1,0.0,1786,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,197965.77333333332,3.5,4,0,6,7.487733761436444,6.715383386334681,12.229545001715316
96,70.6246105919003,9765,2,0.0,4,6,1993,680,1,0.0,1470,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0,2.0,0.0,192854.50632911394,2.5,3,3,6,7.293017679772782,6.523562306149512,12.128111104060462
97,78.0,10264,2,0.0,4,7,1999,1588,1,0.0,1588,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,197965.77333333332,2.0,4,0,6,7.370230641807081,7.370860166536716,12.273731294003989
98,73.0,10921,2,0.0,4,4,1965,960,1,0.0,960,2,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,128219.7,2.0,3,0,3,6.866933284461882,6.8679744089702925,11.458997122944673
99,85.0,10625,2,0.0,4,5,1920,458,0,0.0,835,3,77,0,0.0,1,0,0,0,0,1,0,0,0,1,2.0,0.0,128219.7,1.0,3,0,2,6.727431724850855,6.129050210060545,11.326595886778735
100,77.0,9320,2,0.0,4,4,1959,950,1,0.0,1225,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,145847.08,2.5,3,0,0,7.110696122978827,6.85751406254539,11.76718001130949
101,70.6246105919003,10603,2,0.0,4,6,1977,1610,1,0.0,1610,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,189050.0684931507,3.0,4,6,6,7.383989457978509,7.384610383176974,12.230765258120545
102,77.0,9206,2,0.0,4,6,1985,741,1,0.0,1732,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,186555.7966101695,2.5,4,3,6,7.4570320891223805,6.60934924316738,12.089538829274222
103,64.0,7018,2,0.0,4,5,1979,0,1,0.0,1535,3,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,186555.7966101695,2.0,6,0,6,7.336285660021297,0.0,11.686576205316552
104,94.0,10402,2,0.0,4,7,2009,1226,1,0.0,1226,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,197965.77333333332,2.0,4,0,9,7.111512116496157,7.112327444710911,12.200557464842063
105,62.54807692307692,7758,2,0.0,4,7,1931,1040,1,0.0,1818,3,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,100123.7837837838,1.5,3,6,3,7.505492274737424,6.947937068614969,12.040608205802641
106,75.0,9375,2,0.0,4,8,2003,1053,1,0.0,1992,3,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,225379.8372093023,2.5,4,4,6,7.596894438144544,6.960347729101308,12.429216196844383
107,60.0,10800,2,1.0,4,4,1885,641,1,0.0,1047,1,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,128225.30088495574,1.0,3,0,2,6.953684210870537,6.464588303689961,11.512925464970229
108,50.0,6000,2,0.0,4,5,1948,789,1,0.0,789,3,0,0,0.0,0,0,1,0,0,0,1,0,0,1,3.0,0.0,128225.30088495574,1.0,3,0,3,6.670766320845874,6.672032945461067,11.652687407345388
109,85.0,8500,2,0.0,4,5,1919,793,0,0.0,1517,1,144,0,0.0,0,1,0,0,0,0,1,1,0,1,0.0,0.0,100123.7837837838,2.0,2,0,0,7.324489979348532,6.677083461247136,11.652687407345388
110,105.0,11751,2,0.0,4,6,1977,1844,1,0.0,1844,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,1.0,0.0,189050.0684931507,2.0,3,3,6,7.519692404116539,7.520234556474628,12.154779351142624
111,75.0,9525,2,0.0,4,6,1954,994,1,0.0,1855,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,128219.7,2.0,3,0,3,7.5256399750415355,6.902742737158593,11.82700601127654
113,77.0,9965,2,0.0,4,7,2007,1264,1,0.0,2696,3,0,0,0.0,0,0,1,0,0,1,0,0,0,1,3.0,0.0,197965.77333333332,3.5,5,4,9,7.899524472032198,7.142827401161621,12.858319703517948
114,70.6246105919003,21000,2,0.0,4,6,1953,1809,1,0.0,2259,3,192,0,1.0,1,0,0,0,0,1,0,0,0,1,2.0,0.0,210624.72549019608,3.0,4,8,6,7.7226775164680035,7.501082124259871,12.287652632522597
115,61.0,7259,2,0.0,4,6,1945,1028,1,0.0,2320,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1,2.0,0.0,210624.72549019608,3.5,4,3,3,7.749322464660356,6.9363427358340495,12.46651198158808
116,34.0,3230,2,2.0,4,6,1999,729,1,0.0,1458,3,0,0,0.0,0,1,0,0,0,0,0,0,0,1,3.0,0.0,225379.8372093023,2.5,3,2,6,7.284820912568604,6.593044534142437,12.078239274020289
117,62.54807692307692,11616,2,0.0,4,5,1962,1092,1,0.0,1092,3,144,0,0.0,0,1,0,0,0,1,0,0,0,1,1.0,0.0,136793.13513513515,1.5,3,1,3,6.9957661563048505,6.996681488176539,11.842229212112828
118,74.0,8536,2,0.0,4,5,2006,1125,1,0.0,1125,3,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,128219.7,1.5,3,0,6,7.025538314638521,7.026426808699636,11.951180395901384
119,90.0,12376,2,0.0,4,7,1990,1673,1,0.0,3222,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1,3.0,0.0,186555.7966101695,4.0,4,6,9,8.07775756373692,7.422971251049421,12.676076274775909
120,65.0,8461,2,0.0,4,6,2005,728,1,0.0,1456,3,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,197965.77333333332,2.5,4,4,6,7.283448228756631,6.591673732008658,12.007560729337492
