Id,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,YearBuilt,TotalBsmtSF,CentralAir,Electrical,GrLivArea,PavedDrive,EnclosedPorch,PoolArea,Fence,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial,MSZoning_C (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,NearArtery_or_Feedr,PositiveFeat,BsmtQuartersQ,DeductionsFunctional,RegularityOfShape,means_neigh,TotBath,KitchensRating,FireplacesRating,GarageRating,HasBasement,SalePrice
85,70.6246105919003,8530,2,0.0,4,7,1995,5.950642552587727,1,0.0,7.295735072749282,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.5,3,3,6,1,12.034691028774553
86,121.0,16059,2,0.0,4,8,1991,7.160845906664299,1,0.0,7.790282380703483,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,335295.31707317074,2.5,4,3,6,1,12.468436909997665
87,122.0,11911,2,0.0,4,6,2005,6.52795791762255,1,0.0,7.352441100243583,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,192854.50632911394,2.5,4,4,6,1,12.066810578196666
88,40.0,3951,2,2.0,4,6,2009,6.416732282512326,1,0.0,7.1098794630722715,3,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,225379.8372093023,2.5,4,0,6,1,12.010665849187564
89,105.0,8470,2,0.0,4,3,1915,6.920671504248683,0,0.0,7.330405211844402,1,156,0,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1,100123.7837837838,1.0,2,0,0,1,11.350406535472453
90,60.0,8070,2,0.0,4,4,1994,6.897704943128636,1,0.0,6.897704943128636,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,2.0,3,0,0,1,11.724805824005728
91,60.0,7200,2,0.0,4,4,1950,0.0,1,0.0,6.946975992135418,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,145847.08,1.0,3,0,6,0,11.607326140391713
92,85.0,8500,2,0.0,4,5,1961,7.118826249062078,1,0.0,7.118826249062078,3,0,0,1.0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,145847.08,1.0,3,0,6,1,11.498826540590727
93,80.0,13360,2,1.0,4,5,1921,6.775366090936392,1,0.0,6.871091294610546,3,44,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,210624.72549019608,2.0,3,0,6,1,12.004568269319446
94,60.0,7200,2,0.0,4,6,1910,7.101675971619444,0,0.0,7.736743682453495,3,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0.0,1,128225.30088495574,2.5,6,4,6,1,11.804848531679264
95,69.0,9337,2,0.0,4,6,1997,6.714170529909472,1,0.0,7.487733761436444,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.5,4,0,6,1,12.229545001715316
96,70.6246105919003,9765,2,0.0,4,6,1993,6.522092798170152,1,0.0,7.293017679772782,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,0,192854.50632911394,2.5,3,3,6,1,12.128111104060462
97,78.0,10264,2,0.0,4,7,1999,7.370230641807081,1,0.0,7.370230641807081,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,197965.77333333332,2.0,4,0,6,1,12.273731294003989
98,73.0,10921,2,0.0,4,4,1965,6.866933284461882,1,0.0,6.866933284461882,2,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,128219.7,2.0,3,0,3,1,11.458997122944673
99,85.0,10625,2,0.0,4,5,1920,6.126869184114185,0,0.0,6.727431724850855,3,77,0,0.0,1,0,0,0,0,1,0,0,0,2.0,0.0,1,128219.7,1.0,3,0,2,1,11.326595886778735
100,77.0,9320,2,0.0,4,4,1959,6.856461984594587,1,0.0,7.110696122978827,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,145847.08,2.5,3,0,0,1,11.76718001130949
101,70.6246105919003,10603,2,0.0,4,6,1977,7.383989457978509,1,0.0,7.383989457978509,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,189050.0684931507,3.0,4,6,6,1,12.230765258120545
102,77.0,9206,2,0.0,4,6,1985,6.608000625296087,1,0.0,7.4570320891223805,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,186555.7966101695,2.5,4,3,6,1,12.089538829274222
103,64.0,7018,2,0.0,4,5,1979,0.0,1,0.0,7.336285660021297,3,0,0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,186555.7966101695,2.0,6,0,6,0,11.686576205316552
104,94.0,10402,2,0.0,4,7,2009,7.111512116496157,1,0.0,7.111512116496157,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,2.0,4,0,9,1,12.200557464842063
105,62.54807692307692,7758,2,0.0,4,7,1931,6.946975992135418,1,0.0,7.505492274737424,3,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,100123.7837837838,1.5,3,6,3,1,12.040608205802641
106,75.0,9375,2,0.0,4,8,2003,6.959398512133975,1,0.0,7.596894438144544,3,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,225379.8372093023,2.5,4,4,6,1,12.429216196844383
107,60.0,10800,2,1.0,4,4,1885,6.46302945692067,1,0.0,6.953684210870537,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,3,0,2,1,11.512925464970229
108,50.0,6000,2,0.0,4,5,1948,6.670766320845874,1,0.0,6.670766320845874,3,0,0,0.0,0,0,1,0,0,0,1,0,0,3.0,0.0,1,128225.30088495574,1.0,3,0,3,1,11.652687407345388
109,85.0,8500,2,0.0,4,5,1919,6.675823221634848,0,0.0,7.324489979348532,1,144,0,0.0,0,1,0,0,0,0,1,1,0,0.0,0.0,1,100123.7837837838,2.0,2,0,0,1,11.652687407345388
110,105.0,11751,2,0.0,4,6,1977,7.519692404116539,1,0.0,7.519692404116539,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,189050.0684931507,2.0,3,3,6,1,12.154779351142624
111,75.0,9525,2,0.0,4,6,1954,6.901737206656574,1,0.0,7.5256399750415355,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,128219.7,2.0,3,0,3,1,11.82700601127654
112,70.6246105919003,7750,2,0.0,4,7,2000,5.950642552587727,1,0.0,7.265429723253953,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,192854.50632911394,2.5,3,3,6,1,12.100712129872347
113,77.0,9965,2,0.0,4,7,2007,7.142036574706803,1,0.0,7.899524472032198,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.5,5,4,9,1,12.858319703517948
114,70.6246105919003,21000,2,0.0,4,6,1953,7.500529485395295,1,0.0,7.7226775164680035,3,192,0,1.0,1,0,0,0,0,1,0,0,0,2.0,0.0,1,210624.72549019608,3.0,4,8,6,1,12.287652632522597
115,61.0,7259,2,0.0,4,6,1945,6.93537044601511,1,0.0,7.749322464660356,3,0,0,1.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,210624.72549019608,3.5,4,3,3,1,12.46651198158808
116,34.0,3230,2,2.0,4,6,1999,6.591673732008658,1,0.0,7.284820912568604,3,0,0,0.0,0,1,0,0,0,0,0,0,0,3.0,0.0,1,225379.8372093023,2.5,3,2,6,1,12.078239274020289
117,62.54807692307692,11616,2,0.0,4,5,1962,6.9957661563048505,1,0.0,6.9957661563048505,3,144,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,136793.13513513515,1.5,3,1,3,1,11.842229212112828
118,74.0,8536,2,0.0,4,5,2006,7.025538314638521,1,0.0,7.025538314638521,3,0,0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,128219.7,1.5,3,0,6,1,11.951180395901384
119,90.0,12376,2,0.0,4,7,1990,7.422373700986824,1,0.0,8.07775756373692,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,186555.7966101695,4.0,4,6,9,1,12.676076274775909
120,65.0,8461,2,0.0,4,6,2005,6.590301048196686,1,0.0,7.283448228756631,3,0,0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,2.5,4,4,6,1,12.007560729337492
121,70.6246105919003,21453,2,0.0,4,6,1969,6.843749949006225,1,0.0,6.895682697747868,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,212565.42857142855,2.0,3,6,6,1,12.100712129872347
122,50.0,6060,2,0.0,4,4,1939,6.595780513961311,1,0.0,7.023758954738443,2,140,0,1.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,100123.7837837838,1.0,3,0,3,1,11.512925464970229
